,0
29558,Ain't nobody fuckin' with my clique
29559,"Clique, clique, clique, clique"
29560,Ain't nobody fresher than my muh'fuckin' clique
29561,"Clique, clique, clique, clique"
29562,"As I look around, they don't do it like my clique"
29563,"Clique, clique, clique, clique"
29564,"And all these bad bitches, man"
29565,"They want the-, they want the-, they want the-"
29566,I tell a bad bitch do whatever I say
29567,"My block behind me, like I'm coming out the driveway"
29568,"It's grind day, from Friday to next Friday"
29569,"I been up straight for nine days, I need a spa day"
29570,"Yup, she tryin' to get me that poon-tang"
29571,"I might let my crew bang, my crew deeper than Wu-Tang"
29572,"I'm rollin' with... fuck I'm saying? Girl, you know my crew name"
29573,You know 2 Chainz? Scrrr!
29574,I'm pullin' up in that Bruce Wayne
29575,But I'm the fuckin' villain
29576,"Man, they kneelin' when I'm walking in the buildin'"
29577,Freaky women I be feelin' from the bank accounts I'm fillin'
29578,"What a feelin'! Ah man, they gotta be"
29579,Young player from the D
29580,That's killing everything that he see for the dough
29581,Ain't nobody fuckin' with my clique
29582,"Clique, clique, clique, clique"
29583,Ain't nobody fresher than my muh'fuckin' clique
29584,"Clique, clique, clique, clique"
29585,"As I look around, they don't do it like my clique"
29586,"Clique, clique, clique, clique"
29587,"And all these bad bitches, man"
29588,"They want the, they want the, they want the"
29589,"Yeah, I'm talkin' Ye, yeah, I'm talkin' Rih"
29590,"Yeah, I'm talkin' B, nigga, I'm talkin' me"
29591,"Yeah, I'm talkin' bossy, I ain't talkin' Kelis"
29592,"Your money too short, you can't be talking to me"
29593,"Yeah, I'm talkin' LeBron, we ball in our family tree"
29594,G.O.O.D. Music drug-dealing cousin
29595,"Ain't nothin' fuckin' with we, me"
29596,"Turn that 62 to 125, 125 to a 250"
29597,"250 to a half a million, ain't nothin' nobody can do with me"
29598,"Now, who with me? ¡Vámonos! Call me Hov or Jefe"
29599,"Translation: I'm the shit, 'least that what my neck say"
29600,"'Least that what my check say, lost my homie for a decade"
29601,Nigga down for like 12 years
29602,Ain't hug his son since the second grade
29603,"Uh, he never told—who he gonna tell?"
29604,We top of the totem pole
29605,It's the Dream Team meets the Supreme Team
29606,"And all our eyes green, it only means one thing"
29607,You ain't fuckin' with the clique
29608,Ain't nobody fuckin' with my clique
29609,"Clique, clique, clique, clique"
29610,Ain't nobody fresher than my muh'fuckin' clique
29611,"Clique, clique, clique, clique"
29612,"As I look around, they don't do it like my clique"
29613,"Clique, clique, clique, clique"
29614,"And all these bad bitches, man"
29615,"They want the, they want the, they want the"
29616,"Break records at Louis, ate breakfast at Gucci"
29617,My girl a superstar all from a home movie
29618,"Bow on our arrival, the un-American idols"
29619,"What niggas did in Paris, got 'em hangin' off the Eiffel"
29620,"Yeah, I'm talkin' business, we talkin' CIA"
29621,"I'm talkin' George Tenet, I seen him the other day"
29622,"He asked me about my Maybach, think he had the same"
29623,Except mine tinted and his might have been rented
29624,"You know, white people get money, don't spend it"
29625,"Or maybe they get money, buy a business"
29626,I rather buy 80 gold chains and go ign'ant
29627,"I know Spike Lee gon' kill me, but let me finish"
29628,"Blame it on the pigment, we livin' no limits"
29629,Them gold Master P ceilings was just a figment
29630,"Of our imagination, MTV cribs"
29631,Now I'm lookin' at a crib right next to where TC lives
29632,"That's Tom Cruise, whatever she accuse"
29633,"He wasn't really drunk, he just had a frew brews"
29634,"Pass the refreshments, a cool, cool beverage"
29635,Everything I do need a news crew's presence
29636,"Speedboat swerve, homie, watch out for the waves"
29637,I'm way too black to burn from sunrays
29638,So I just meditate at the home in Pompeii
29639,About how I could build a new Rome in one day
29640,Every time I'm in Vegas they screamin' like he's Elvis
29641,But I just wanna design hotels and nail it
29642,"Shit is real, got me feelin' Israelian"
29643,"Like Bar Refaeli, or Gisele—no, that's Brazilian"
29644,"Went through, deep depression when my mama passed"
29645,"Suicide, what kinda talk is that?"
29646,But I been talkin' to God for so long
29647,That if you look at my life I guess he's talkin' back
29648,Fuckin' with my clique
29649,Ain't nobody fresher than my muh'fuckin' clique
29650,"As I look around, they don't do it like my clique"
29651,"And all these bad bitches, man"
29652,"They want the, they want the, they want the"
29653,Go!
29654,Human beings in a mob
29655,What's a mob to a king? What's a king to a god?
29656,What's a god to a non-believer who don't believe in anything?
29657,"Will he make it out alive? Alright, alright, no church in the wild"
29658,Tears on the mausoleum floor
29659,Blood stains the Colosseum doors
29660,Lies on the lips of a priest
29661,Thanksgiving disguised as a feast
29662,Rolling in the Rolls Royce Corniche
29663,"Only the doctors got this, I’m hiding from police"
29664,Cocaine seats
29665,All white like I got the whole thing bleached
29666,Drug dealer chic
29667,I’m wondering if a thug’s prayers reach
29668,Is Pious pious 'cause God loves pious?
29669,"Socrates asked, whose bias do y'all seek?"
29670,"All for Plato, screech"
29671,"I’m out here balling, I know y'all hear my sneaks"
29672,"Jesus was a carpenter, Yeezy laid beats"
29673,"Hova flow the Holy Ghost, get the hell up out your seats"
29674,Preach
29675,Human beings in a mob
29676,What's a mob to a king? What's a king to a god?
29677,What's a god to a non-believer who don't believe in anything?
29678,"Will he make it out alive? Alright, alright, no church in the wild"
29679,"I live by you, desire"
29680,"I stand by you, walk through the fire"
29681,Your love is my scripture
29682,Let me in through your encryption
29683,"Yeah, yeah"
29684,Coke on her black skin made it stripe like a zebra
29685,I call that jungle fever
29686,You will not control the threesome
29687,Just roll the weed up until I get me some
29688,We formed a new religion
29689,No sins as long as there’s permission
29690,And deception is the only felony
29691,So never fuck nobody without telling me
29692,Sunglasses and Advil
29693,Last night was mad real
29694,"Sun coming up, 5 a.m"
29695,I wonder if they got cabs still
29696,Thinking 'bout the girl in all leopard
29697,Who was rubbing the wood like Kiki Shepard
29698,"Two tattoos: one read ""No Apologies"""
29699,"The other said ""Love is Cursed by Monogamy"""
29700,It’s something that the pastor don’t preach
29701,It’s something that a teacher can’t teach
29702,"When we die, the money we can’t keep"
29703,But we probably spend it all 'cause the pain ain’t cheap
29704,Preach
29705,Human beings in a mob
29706,What's a mob to a king? What's a king to a god?
29707,What's a god to a non-believer who don't believe in anything?
29708,"Will he make it out alive? Alright, alright, no church in the wild"
29709,No church in the wild
29710,No church in the wild
29711,No church in the wild
29712,"Who wants that perfect love story anyway, anyway?"
29713,"Cliché, cliché, cliché, cliché"
29714,"Who wants that hero love that saves the day, anyway?"
29715,"Cliché, cliché, cliché, cliché"
29716,"What about the bad guy goes good, yeah?"
29717,"An innocent love I'm misunderstood, yeah?"
29718,"Black hour glass, our glass"
29719,Toast to clichés in a dark past
29720,Toast to clichés in a dark past
29721,"Boy meets girl, girl perfect woman"
29722,Girl get to bustin' before the cops come running
29723,"Chuck the deuces, chugging D'USSÉ, ugh"
29724,"Fuck what you say, boys in blue say"
29725,I don't care if we on the run
29726,Baby as long I'm next to you
29727,And if loving you is a crime
29728,Tell me why do I bring out the best in you
29729,Why
29730,I hear sirens while we make love
29731,"Loud as hell, but they don't know"
29732,They're nowhere near us
29733,I will hold your heart and your gun
29734,"I don't care if they come, noooo"
29735,I know it's crazy but
29736,They can take me
29737,Now that I found the places that you
29738,Take me
29739,Without you I got nothing to lose
29740,"I'm an outlaw, got an outlaw chick"
29741,"Bumping 2Pac, on my outlaw shit"
29742,"Matching tats, this Ink don't come off"
29743,"Even if rings come off, if things ring off"
29744,"My nails get dirty, my past ain't pretty"
29745,"My lady is, my Mercedes is"
29746,My baby momma harder than a lot of you niggas
29747,"Keep it 100, hit the lottery niggas"
29748,"You ain't about that life ain't gotta lie to me, nigga"
29749,"You know it's till the death, I hope it's obvi to niggas"
29750,Ugh
29751,"Cross the line, speak about mine"
29752,"I'ma wave this TEC, I'm a geek about mine"
29753,"Touch a nigga where his rib at, I click clack"
29754,"Push your mothafuckin' wig back, I did that"
29755,"I been wilding since a juvi, she was a good girl"
29756,"'til she knew me, now she is in the drop bustin' Uey's, screaming"
29757,They can take me
29758,Now that I found the places that you
29759,Take me
29760,Without you I got nothing to lose
29761,"Deeper than words, beyond right"
29762,"Die for your love, beyond life"
29763,"Sweet as a Jesus piece, beyond ice"
29764,Blind me baby with your neon lights
29765,"Ray Bans on, police in sight"
29766,"Oh, what a beautiful death, let's both wear white"
29767,If you go to heaven and they bring me to hell
29768,"Just sneak out and meet me, bring a box of L's"
29769,"She fell in love with the bad guy, the bad guy"
29770,"What you doing with them rap guys, them rap guys"
29771,"They ain't see potential in me girl, but you see it"
29772,"If it's me and you against the world, then so be it"
29773,I don't care if they give me life
29774,I get all of my life from you
29775,And if loving you had a price
29776,I would pay my life for you
29777,I hear sirens while we make love
29778,"Loud as hell, but they don't know"
29779,They're nowhere near us
29780,I will hold your heart and your gun
29781,"I don't care if they come, noooo"
29782,I know it's crazy but
29783,I don't care I'll never give it up
29784,"Give it up, give it up, give it all away"
29785,No I swear I'll never give it up
29786,"Give it up, give it up, give it all away"
29787,I don't care I'll never give it up
